State-Physical,School Name,School ID,District Name,District ID,County,Claim Date,Unique ID,Street Address-Line 2,School Level-Original,School Type-Original,CEP (Y/N),Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Total,Enrollment-Paid,Enrollment-Free,Enrollment-Reduced,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from State Agency Tracking-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Operating Days-Lunch Only,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid,Operating Days-Breakfast Only,Street Address-Line 1,City,Zip Code,ISP
,Governor James B Longley Elem Sch,SD405,Lewiston Public Schools,250,,3/1/2019,ME@SD405@250,,,,Y,,,,,3,2019,380,,377,0,,,,,,,,,,,,,ME,7166,358.3,6287,314.35,230732000194,SY18-19,,377,0.991559430,,,,,,,,,7166,0,61,20,6287,0,54,20,,,,
,Farwell Elementary School,251,Lewiston Public Schools,250,Androscoggin,3/1/2019,ME@251@250,,PK-6,Public,Y,,,,,3,2019,444,,440,0,,,,,,,,,,,,,ME,7227,361.35,4373,218.65,230732000187,SY18-19,,440,0.991494032,Primary,Public,,,,,,,7227,0,62,20,4373,0,37,20,84-110 Farwell Street,Lewiston,4240,0.452702703
,Thomas J McMahon Elementary Sch,256,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@256@250,,PK-6,Public,Y,,,,,2,2019,705,,699,0,,,,,,,,,,,,,ME,6726,480.428571429,4418,315.571428571,230732000196,SY18-19,,699,0.991450472,Primary,Public,,,,,,,6726,0,58,14,4418,0,38,14,151 North Temple Street,Lewiston,4240,0.515363128
,Raymond A Geiger Elementary School,260,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@260@250,,PK-6,Public,Y,,,,,2,2019,677,,671,0,,,,,,,,,,,,,ME,7568,540.571428571,4413,315.214285714,,SY18-19,,671,0.991484344,Primary,Public,,,,,,,7568,0,65,14,4413,0,38,14,601 College Street,Lewiston,4240,0.456681351
,Montello School,254,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@254@250,,PK-6,Public,Y,,,,,2,2019,713,,707,0,,,,,,,,,,,,,ME,9072,648,7339,524.214285714,230732000193,SY18-19,,707,0.991475410,Primary,Public,,,,,,,9072,0,78,14,7339,0,63,14,407 East Avenue,Lewiston,4240,0.655076495
,Martel School,SD403,Lewiston Public Schools,250,,2/1/2019,ME@SD403@250,,,,Y,,,,,2,2019,285,,283,0,,,,,,,,,,,,,ME,3356,239.714285714,2068,147.714285714,230732000192,SY18-19,,283,0.991432792,,,,,,,,,3356,0,29,14,2068,0,18,14,,,,
,Lewiston Middle School,257,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@257@250,,7-8,Public,Y,,,,,2,2019,773,,766,0,,,,,,,,,,,,,ME,8391,599.357142857,2947,210.5,230732000191,SY18-19,,766,0.991492379,Middle,Public,,,,,,,8391,0,72,14,2947,0,25,14,75 Central Avenue,Lewiston,4240,0.529702970
,Lewiston High School,255,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@255@250,,9-12,Public,Y,,,,,2,2019,1466,,1454,0,,,,,,,,,,,,,ME,13253,946.642857143,6468,462,230732000190,SY18-19,,1454,0.991471534,High,Public,,,,,,,13253,0,114,14,6468,0,55,14,156 East Avenue,Lewiston,4240,0.441955193
,Governor James B Longley Elem Sch,SD405,Lewiston Public Schools,250,,2/1/2019,ME@SD405@250,,,,Y,,,,,2,2019,380,,377,0,,,,,,,,,,,,,ME,4636,331.142857143,4566,326.142857143,230732000194,SY18-19,,377,0.991445680,,,,,,,,,4636,0,40,14,4566,0,39,14,,,,
,Farwell Elementary School,251,Lewiston Public Schools,250,Androscoggin,2/1/2019,ME@251@250,,PK-6,Public,Y,,,,,2,2019,444,,440,0,,,,,,,,,,,,,ME,5024,358.857142857,2988,213.428571429,230732000187,SY18-19,,440,0.991513716,Primary,Public,,,,,,,5024,0,43,14,2988,0,26,14,84-110 Farwell Street,Lewiston,4240,0.452702703
,Thomas J McMahon Elementary Sch,256,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@256@250,,PK-6,Public,Y,,,,,1,2019,705,,699,0,,,,,,,,,,,,,ME,8546,502.705882353,5723,336.647058824,230732000196,SY18-19,,699,0.991530340,Primary,Public,,,,,,,8546,0,73,17,5723,0,49,17,151 North Temple Street,Lewiston,4240,0.515363128
,Raymond A Geiger Elementary School,260,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@260@250,,PK-6,Public,Y,,,,,1,2019,677,,671,0,,,,,,,,,,,,,ME,8402,494.235294118,5391,317.117647059,,SY18-19,,671,0.991503422,Primary,Public,,,,,,,8402,0,72,17,5391,0,46,17,601 College Street,Lewiston,4240,0.456681351
,Montello School,254,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@254@250,,PK-6,Public,Y,,,,,1,2019,713,,707,0,,,,,,,,,,,,,ME,10453,614.882352941,8414,494.941176471,230732000193,SY18-19,,707,0.991463530,Primary,Public,,,,,,,10453,0,90,17,8414,0,72,17,407 East Avenue,Lewiston,4240,0.655076495
,Martel School,SD403,Lewiston Public Schools,250,,1/1/2019,ME@SD403@250,,,,Y,,,,,1,2019,285,,283,0,,,,,,,,,,,,,ME,3869,227.588235294,2269,133.470588235,230732000192,SY18-19,,283,0.991542799,,,,,,,,,3869,0,33,17,2269,0,19,17,,,,
,Lewiston Middle School,257,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@257@250,,7-8,Public,Y,,,,,1,2019,773,,766,0,,,,,,,,,,,,,ME,10330,607.647058824,3417,201,230732000191,SY18-19,,766,0.991457913,Middle,Public,,,,,,,10330,0,89,17,3417,0,29,17,75 Central Avenue,Lewiston,4240,0.529702970
,Lewiston High School,255,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@255@250,,9-12,Public,Y,,,,,1,2019,1466,,1454,0,,,,,,,,,,,,,ME,15933,937.235294118,7618,448.117647059,230732000190,SY18-19,,1454,0.991474798,High,Public,,,,,,,15933,0,137,17,7618,0,65,17,156 East Avenue,Lewiston,4240,0.441955193
,Governor James B Longley Elem Sch,SD405,Lewiston Public Schools,250,,1/1/2019,ME@SD405@250,,,,Y,,,,,1,2019,380,,377,0,,,,,,,,,,,,,ME,5902,347.176470588,5429,319.352941176,230732000194,SY18-19,,377,0.991432891,,,,,,,,,5902,0,51,17,5429,0,47,17,,,,
,Farwell Elementary School,251,Lewiston Public Schools,250,Androscoggin,1/1/2019,ME@251@250,,PK-6,Public,Y,,,,,1,2019,444,,440,0,,,,,,,,,,,,,ME,6017,353.941176471,3725,219.117647059,230732000187,SY18-19,,440,0.991431867,Primary,Public,,,,,,,6017,0,52,17,3725,0,32,17,84-110 Farwell Street,Lewiston,4240,0.452702703
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,12/1/2018,ME@1974@628,,5-12,Public,,,,,,12,2018,74,,37,7,,,,,,,,,,,,,ME,401,28.642857143,417,29.785714286,,SY18-19,,44,,Middle/High,Public,,,,,,,348,53,138,14,365,52,111,14,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,12/1/2018,ME@SD401@628,,,,,,,,,12,2018,44,,23,5,,,,,,,,,,,,,ME,291,20.785714286,238,17,231065000342,SY18-19,,28,,,,,,,,,,243,48,67,14,200,38,45,14,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,12/1/2018,ME@1973@628,,PK-4,Public,,,,,,12,2018,59,,32,10,,,,,,,,,,,,,ME,444,31.714285714,331,23.642857143,231065000341,SY18-19,,42,,Primary,Public,,,,,,,351,93,91,14,276,55,43,14,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,11/1/2018,ME@1974@628,,5-12,Public,,,,,,11,2018,74,,37,7,,,,,,,,,,,,,ME,413,29.5,396,28.285714286,,SY18-19,,44,,Middle/High,Public,,,,,,,354,59,181,14,346,50,136,14,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,11/1/2018,ME@SD401@628,,,,,,,,,11,2018,44,,23,5,,,,,,,,,,,,,ME,319,22.785714286,238,17,231065000342,SY18-19,,28,,,,,,,,,,268,51,63,14,207,31,39,14,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,11/1/2018,ME@1973@628,,PK-4,Public,,,,,,11,2018,59,,32,10,,,,,,,,,,,,,ME,432,30.857142857,312,22.285714286,231065000341,SY18-19,,42,,Primary,Public,,,,,,,333,99,74,14,249,63,48,14,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,10/1/2018,ME@1974@628,,5-12,Public,,,,,,10,2018,74,,37,7,,,,,,,,,,,,,ME,584,27.809523810,640,30.476190476,,SY18-19,,44,,Middle/High,Public,,,,,,,473,111,231,21,532,108,194,21,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,10/1/2018,ME@SD401@628,,,,,,,,,10,2018,44,,23,5,,,,,,,,,,,,,ME,477,22.714285714,371,17.666666667,231065000342,SY18-19,,28,,,,,,,,,,395,82,115,21,316,55,51,21,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,10/1/2018,ME@1973@628,,PK-4,Public,,,,,,10,2018,59,,32,10,,,,,,,,,,,,,ME,652,31.047619048,501,23.857142857,231065000341,SY18-19,,42,,Primary,Public,,,,,,,487,165,119,21,383,118,71,21,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,9/1/2018,ME@1974@628,,5-12,Public,,,,,,9,2018,74,,37,7,,,,,,,,,,,,,ME,577,26.227272727,606,27.545454545,,SY18-19,,44,,Middle/High,Public,,,,,,,477,100,264,22,501,105,216,22,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,9/1/2018,ME@SD401@628,,,,,,,,,9,2018,44,,23,5,,,,,,,,,,,,,ME,513,23.318181818,375,17.045454545,231065000342,SY18-19,,28,,,,,,,,,,424,89,97,22,330,45,46,22,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,9/1/2018,ME@1973@628,,PK-4,Public,,,,,,9,2018,59,,32,10,,,,,,,,,,,,,ME,596,27.090909091,444,20.181818182,231065000341,SY18-19,,42,,Primary,Public,,,,,,,484,112,178,22,368,76,122,22,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,6/1/2019,ME@1974@628,,5-12,Public,,,,,,6,2019,74,,37,7,,,,,,,,,,,,,ME,326,25.076923077,347,26.692307692,,SY18-19,,44,,Middle/High,Public,,,,,,,292,34,103,13,311,36,86,13,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,6/1/2019,ME@SD401@628,,,,,,,,,6,2019,44,,23,5,,,,,,,,,,,,,ME,282,21.692307692,193,14.846153846,231065000342,SY18-19,,28,,,,,,,,,,250,32,66,13,174,19,31,13,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,6/1/2019,ME@1973@628,,PK-4,Public,,,,,,6,2019,59,,32,10,,,,,,,,,,,,,ME,410,31.538461538,299,23,231065000341,SY18-19,,42,,Primary,Public,,,,,,,333,77,78,13,233,66,56,13,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,5/1/2019,ME@1974@628,,5-12,Public,,,,,,5,2019,74,,37,7,,,,,,,,,,,,,ME,537,24.409090909,621,28.227272727,,SY18-19,,44,,Middle/High,Public,,,,,,,479,58,172,22,544,77,155,22,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,5/1/2019,ME@SD401@628,,,,,,,,,5,2019,44,,23,5,,,,,,,,,,,,,ME,517,23.5,340,15.454545455,231065000342,SY18-19,,28,,,,,,,,,,436,81,111,22,298,42,52,22,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,5/1/2019,ME@1973@628,,PK-4,Public,,,,,,5,2019,59,,32,10,,,,,,,,,,,,,ME,663,30.136363636,546,24.818181818,231065000341,SY18-19,,42,,Primary,Public,,,,,,,533,130,119,22,433,113,83,22,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,4/1/2019,ME@1974@628,,5-12,Public,,,,,,4,2019,74,,37,7,,,,,,,,,,,,,ME,408,25.5,445,27.8125,,SY18-19,,44,,Middle/High,Public,,,,,,,360,48,121,16,395,50,105,16,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,4/1/2019,ME@SD401@628,,,,,,,,,4,2019,44,,23,5,,,,,,,,,,,,,ME,377,23.5625,273,17.0625,231065000342,SY18-19,,28,,,,,,,,,,326,51,65,16,234,39,30,16,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,4/1/2019,ME@1973@628,,PK-4,Public,,,,,,4,2019,59,,32,10,,,,,,,,,,,,,ME,498,31.125,382,23.875,231065000341,SY18-19,,42,,Primary,Public,,,,,,,398,100,80,16,302,80,63,16,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,3/1/2019,ME@1974@628,,5-12,Public,,,,,,3,2019,74,,37,7,,,,,,,,,,,,,ME,579,27.571428571,604,28.761904762,,SY18-19,,44,,Middle/High,Public,,,,,,,500,79,209,21,518,86,165,21,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,3/1/2019,ME@SD401@628,,,,,,,,,3,2019,44,,23,5,,,,,,,,,,,,,ME,488,23.238095238,317,15.095238095,231065000342,SY18-19,,28,,,,,,,,,,425,63,101,21,278,39,51,21,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,3/1/2019,ME@1973@628,,PK-4,Public,,,,,,3,2019,59,,32,10,,,,,,,,,,,,,ME,632,30.095238095,484,23.047619048,231065000341,SY18-19,,42,,Primary,Public,,,,,,,494,138,114,21,377,107,91,21,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,2/1/2019,ME@1974@628,,5-12,Public,,,,,,2,2019,74,,37,7,,,,,,,,,,,,,ME,346,26.615384615,384,29.538461538,,SY18-19,,44,,Middle/High,Public,,,,,,,300,46,117,13,327,57,108,13,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,2/1/2019,ME@SD401@628,,,,,,,,,2,2019,44,,23,5,,,,,,,,,,,,,ME,264,20.307692308,182,14,231065000342,SY18-19,,28,,,,,,,,,,222,42,66,13,153,29,38,13,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,2/1/2019,ME@1973@628,,PK-4,Public,,,,,,2,2019,59,,32,10,,,,,,,,,,,,,ME,391,30.076923077,315,24.230769231,231065000341,SY18-19,,42,,Primary,Public,,,,,,,305,86,75,13,254,61,44,13,PO Box 649,Bingham,4920,0.561403509
,Upper Kennebec Valley MiddleSenior High School,1974,RSU 83/MSAD 13,628,Somerset,1/1/2019,ME@1974@628,,5-12,Public,,,,,,1,2019,74,,37,7,,,,,,,,,,,,,ME,521,27.421052632,579,30.473684211,,SY18-19,,44,,Middle/High,Public,,,,,,,453,68,188,19,500,79,175,19,PO Box 669,Bingham,4920,0.426666667
,Quimby Middle School,SD401,RSU 83/MSAD 13,628,,1/1/2019,ME@SD401@628,,,,,,,,,1,2019,44,,23,5,,,,,,,,,,,,,ME,397,20.894736842,296,15.578947368,231065000342,SY18-19,,28,,,,,,,,,,330,67,86,19,243,53,57,19,,,,
,Moscow Elementary,1973,RSU 83/MSAD 13,628,Somerset,1/1/2019,ME@1973@628,,PK-4,Public,,,,,,1,2019,59,,32,10,,,,,,,,,,,,,ME,593,31.210526316,445,23.421052632,231065000341,SY18-19,,42,,Primary,Public,,,,,,,478,115,106,19,364,81,55,19,PO Box 649,Bingham,4920,0.561403509
,Willard School,1651,Sanford Public Schools,416,York,12/1/2018,ME@1651@416,,1-4,Public,,,,,,12,2018,441,,198,36,,,,,,,,,,,,,ME,2845,189.666666667,1534,102.266666667,231050023143,SY18-19,,234,,Primary,Public,,,,,,,2473,372,1398,15,1370,164,550,15,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,12/1/2018,ME@422@416,,5-7,Public,,,,,,12,2018,698,,278,65,,,,,,,,,,,,,ME,3652,243.466666667,1392,92.8,231050000317,SY18-19,,343,,Middle,Public,,,,,,,2968,684,2089,15,1135,257,201,15,708 Main Street,Sanford,4073,0.25
,Sanford High School,423,Sanford Public Schools,416,York,12/1/2018,ME@423@416,,8-12,Public,,,,,,12,2018,1041,,361,99,,,,,,,,,,,,,ME,4350,290,2204,146.933333333,231050000316,SY18-19,,460,,High,Public,,,,,,,3373,977,3014,15,1819,385,879,15,100 Alumni Blvd,Sanford,4073,0.208823529
,Margaret Chase Smith Sch Sanford,SD398,Sanford Public Schools,416,,12/1/2018,ME@SD398@416,,,,,,,,,12,2018,310,,112,26,,,,,,,,,,,,,ME,1422,94.8,771,51.4,,SY18-19,,138,,,,,,,,,,1195,227,1019,15,691,80,306,15,,,,
,Lafayette School,419,Sanford Public Schools,416,York,12/1/2018,ME@419@416,,PK-3,Public,,,,,,12,2018,132,,84,10,,,,,,,,,,,,,ME,1142,76.133333333,685,45.666666667,231050000313,SY18-19,,94,,Primary,Public,,,,,,,999,143,285,15,630,55,123,15,69 Brook Street,Sanford,4073,0.494565217
,Carl J Lamb School,425,Sanford Public Schools,416,York,12/1/2018,ME@425@416,,KG-5,Public,,,,,,12,2018,509,,226,50,,,,,,,,,,,,,ME,3180,212,1877,125.133333333,231050001030,SY18-19,,276,,Primary,Public,,,,,,,2629,551,1304,15,1607,270,617,15,233 Shaws Ridge Road,Springvale,4083,0.266
,Willard School,1651,Sanford Public Schools,416,York,11/1/2018,ME@1651@416,,1-4,Public,,,,,,11,2018,441,,198,36,,,,,,,,,,,,,ME,2873,191.533333333,1673,111.533333333,231050023143,SY18-19,,234,,Primary,Public,,,,,,,2475,398,1401,15,1470,203,562,15,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,11/1/2018,ME@422@416,,5-7,Public,,,,,,11,2018,698,,278,65,,,,,,,,,,,,,ME,3773,251.533333333,1557,103.8,231050000317,SY18-19,,343,,Middle,Public,,,,,,,3081,692,2208,15,1253,304,288,15,708 Main Street,Sanford,4073,0.25
,Sanford High School,423,Sanford Public Schools,416,York,11/1/2018,ME@423@416,,8-12,Public,,,,,,11,2018,1041,,361,99,,,,,,,,,,,,,ME,4360,290.666666667,2143,142.866666667,231050000316,SY18-19,,460,,High,Public,,,,,,,3394,966,3236,15,1811,332,987,15,100 Alumni Blvd,Sanford,4073,0.208823529
,Margaret Chase Smith Sch Sanford,SD398,Sanford Public Schools,416,,11/1/2018,ME@SD398@416,,,,,,,,,11,2018,310,,112,26,,,,,,,,,,,,,ME,1488,99.2,797,53.133333333,,SY18-19,,138,,,,,,,,,,1232,256,1019,15,691,106,270,15,,,,
,Lafayette School,419,Sanford Public Schools,416,York,11/1/2018,ME@419@416,,PK-3,Public,,,,,,11,2018,132,,84,10,,,,,,,,,,,,,ME,1147,76.466666667,712,47.466666667,231050000313,SY18-19,,94,,Primary,Public,,,,,,,1021,126,274,15,650,62,90,15,69 Brook Street,Sanford,4073,0.494565217
,Carl J Lamb School,425,Sanford Public Schools,416,York,11/1/2018,ME@425@416,,KG-5,Public,,,,,,11,2018,509,,226,50,,,,,,,,,,,,,ME,3202,213.466666667,1954,130.266666667,231050001030,SY18-19,,276,,Primary,Public,,,,,,,2640,562,1325,15,1656,298,692,15,233 Shaws Ridge Road,Springvale,4083,0.266
,Willard School,1651,Sanford Public Schools,416,York,10/1/2018,ME@1651@416,,1-4,Public,,,,,,10,2018,441,,198,36,,,,,,,,,,,,,ME,4282,203.904761905,2583,123,231050023143,SY18-19,,234,,Primary,Public,,,,,,,3586,696,1717,21,2219,364,688,21,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,10/1/2018,ME@422@416,,5-7,Public,,,,,,10,2018,698,,278,65,,,,,,,,,,,,,ME,5637,268.428571429,2353,112.047619048,231050000317,SY18-19,,343,,Middle,Public,,,,,,,4604,1033,2795,21,1925,428,305,21,708 Main Street,Sanford,4073,0.25
,Sanford High School,423,Sanford Public Schools,416,York,10/1/2018,ME@423@416,,8-12,Public,,,,,,10,2018,1041,,361,99,,,,,,,,,,,,,ME,5577,309.833333333,2373,131.833333333,231050000316,SY18-19,,460,,High,Public,,,,,,,4374,1203,3704,18,2003,370,903,18,100 Alumni Blvd,Sanford,4073,0.208823529
,Margaret Chase Smith Sch Sanford,SD398,Sanford Public Schools,416,,10/1/2018,ME@SD398@416,,,,,,,,,10,2018,310,,112,26,,,,,,,,,,,,,ME,2236,106.476190476,1089,51.857142857,,SY18-19,,138,,,,,,,,,,1827,409,1270,21,915,174,291,21,,,,
,Lafayette School,419,Sanford Public Schools,416,York,10/1/2018,ME@419@416,,PK-3,Public,,,,,,10,2018,132,,84,10,,,,,,,,,,,,,ME,1661,79.095238095,952,45.333333333,231050000313,SY18-19,,94,,Primary,Public,,,,,,,1477,184,329,21,873,79,102,21,69 Brook Street,Sanford,4073,0.494565217
,Carl J Lamb School,425,Sanford Public Schools,416,York,10/1/2018,ME@425@416,,KG-5,Public,,,,,,10,2018,509,,226,50,,,,,,,,,,,,,ME,4487,213.666666667,2842,135.333333333,231050001030,SY18-19,,276,,Primary,Public,,,,,,,3718,769,1778,21,2376,466,986,21,233 Shaws Ridge Road,Springvale,4083,0.266
,Willard School,1651,Sanford Public Schools,416,York,9/1/2018,ME@1651@416,,1-4,Public,,,,,,9,2018,441,,198,36,,,,,,,,,,,,,ME,4267,224.578947368,2315,121.842105263,231050023143,SY18-19,,234,,Primary,Public,,,,,,,3634,633,1312,19,2009,306,457,19,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,9/1/2018,ME@422@416,,5-7,Public,,,,,,9,2018,698,,278,65,,,,,,,,,,,,,ME,5109,268.894736842,1856,97.684210526,231050000317,SY18-19,,343,,Middle,Public,,,,,,,4355,754,2351,19,1580,276,189,19,708 Main Street,Sanford,4073,0.25
,Sanford High School,423,Sanford Public Schools,416,York,9/1/2018,ME@423@416,,8-12,Public,,,,,,9,2018,1041,,361,99,,,,,,,,,,,,,ME,5358,282,2117,111.421052632,231050000316,SY18-19,,460,,High,Public,,,,,,,4366,992,2884,19,1791,326,554,19,100 Alumni Blvd,Sanford,4073,0.208823529
,Margaret Chase Smith Sch Sanford,SD398,Sanford Public Schools,416,,9/1/2018,ME@SD398@416,,,,,,,,,9,2018,310,,112,26,,,,,,,,,,,,,ME,1811,95.315789474,912,48,,SY18-19,,138,,,,,,,,,,1532,279,1005,19,765,147,226,19,,,,
,Lafayette School,419,Sanford Public Schools,416,York,9/1/2018,ME@419@416,,PK-3,Public,,,,,,9,2018,132,,84,10,,,,,,,,,,,,,ME,1489,78.368421053,843,44.368421053,231050000313,SY18-19,,94,,Primary,Public,,,,,,,1346,143,212,19,783,60,107,19,69 Brook Street,Sanford,4073,0.494565217
,Carl J Lamb School,425,Sanford Public Schools,416,York,9/1/2018,ME@425@416,,KG-5,Public,,,,,,9,2018,509,,226,50,,,,,,,,,,,,,ME,3851,202.684210526,2258,118.842105263,231050001030,SY18-19,,276,,Primary,Public,,,,,,,3288,563,1453,19,1938,320,846,19,233 Shaws Ridge Road,Springvale,4083,0.266
,Willard School,1651,Sanford Public Schools,416,York,6/1/2019,ME@1651@416,,1-4,Public,,,,,,6,2019,441,,198,36,,,,,,,,,,,,,ME,2413,185.615384615,1225,94.230769231,231050023143,SY18-19,,234,,Primary,Public,,,,,,,2138,275,1199,13,1115,110,322,13,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,6/1/2019,ME@422@416,,5-7,Public,,,,,,6,2019,698,,278,65,,,,,,,,,,,,,ME,2950,226.923076923,1151,88.538461538,231050000317,SY18-19,,343,,Middle,Public,,,,,,,2468,482,1570,13,959,192,179,13,708 Main Street,Sanford,4073,0.25
,Sanford High School,423,Sanford Public Schools,416,York,6/1/2019,ME@423@416,,8-12,Public,,,,,,6,2019,1041,,361,99,,,,,,,,,,,,,ME,2603,200.230769231,1760,135.384615385,231050000316,SY18-19,,460,,High,Public,,,,,,,2085,518,1762,13,1440,320,619,13,100 Alumni Blvd,Sanford,4073,0.208823529
,Margaret Chase Smith Sch Sanford,SD398,Sanford Public Schools,416,,6/1/2019,ME@SD398@416,,,,,,,,,6,2019,310,,112,26,,,,,,,,,,,,,ME,1234,94.923076923,566,43.538461538,,SY18-19,,138,,,,,,,,,,1010,224,841,13,496,70,230,13,,,,
,Lafayette School,419,Sanford Public Schools,416,York,6/1/2019,ME@419@416,,PK-3,Public,,,,,,6,2019,132,,84,10,,,,,,,,,,,,,ME,944,72.615384615,504,38.769230769,231050000313,SY18-19,,94,,Primary,Public,,,,,,,828,116,246,13,468,36,81,13,69 Brook Street,Sanford,4073,0.494565217
,Carl J Lamb School,425,Sanford Public Schools,416,York,6/1/2019,ME@425@416,,KG-5,Public,,,,,,6,2019,509,,226,50,,,,,,,,,,,,,ME,2608,200.615384615,1540,118.461538462,231050001030,SY18-19,,276,,Primary,Public,,,,,,,2200,408,1265,13,1328,212,431,13,233 Shaws Ridge Road,Springvale,4083,0.266
,Willard School,1651,Sanford Public Schools,416,York,5/1/2019,ME@1651@416,,1-4,Public,,,,,,5,2019,441,,198,36,,,,,,,,,,,,,ME,4089,185.863636364,2223,101.045454545,231050023143,SY18-19,,234,,Primary,Public,,,,,,,3629,460,1859,22,2035,188,640,22,668 Main Street,Sanford,4073,0.330254042
,Sanford Jr High School,422,Sanford Public Schools,416,York,5/1/2019,ME@422@416,,5-7,Public,,,,,,5,2019,698,,278,65,,,,,,,,,,,,,ME,5332,242.363636364,2239,101.772727273,231050000317,SY18-19,,343,,Middle,Public,,,,,,,4443,889,2648,22,1830,409,335,22,708 Main Street,Sanford,4073,0.25
