ISP,State-Physical,Street Address-Line 1,Street Address-Line 2,School Level-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School Name,School Type-Original,School ID,County,City,Zip Code,CEP (Y/N),Claim Date,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
,,,,,,,,,3,2019,,,,,31,31,,,,,,,,KS,366,11.806451613,376,12.129032258,KS@9542@X0928,,SY18-19,,25,1,,Other,,,,Cafeteria,,,X0928,"The Villages, Inc.",Karl Menninger Cottage,Private Residential Child Care Institution,9542,Shawnee,Topeka,66615,N,3/1/2019,31,Traditional,25,25,0,366,0,0,376,0,0
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,998,66.533333333,328,21.866666667,KS@3890@D0336,200738000656,SY18-19,,81,0.312741313,,Public,,,,Cafeteria,,,D0336,Holton,Holton Middle School,Public School,3890,Jackson,Holton,66436-1699,N,2/1/2019,15,Traditional,259,69,12,851,147,1795,316,12,79
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,2344,130.222222222,1832,101.777777778,KS@872@D0233,201014000143,SY18-19,,159,0.483282675,,Public,,,,,,,D0233,Olathe,Havencroft Elementary School,Public School,872,Johnson,Olathe,66062-2198,N,9/1/2018,18,NULL,329,129,30,1916,428,1393,1539,293,918
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,1390,77.222222222,583,32.388888889,KS@2011@D0264,200492000377,SY18-19,,115,0.319444444,,Public,,,,Cafeteria,,,D0264,Clearwater,Clearwater Elementary West,Public School,2011,Sedgwick,Clearwater,67026,N,9/1/2018,18,Traditional,360,73,42,943,447,1635,414,169,289
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,300,25,4,0.333333333,KS@5790@X0703,,SY18-19,,46,0.252747253,,Nonpublic,,,,Cafeteria,,,X0703,St Benedicts,St. Benedict Catholic School,Private School,5790,Atchison,Atchison,66002,N,8/1/2018,12,Traditional,182,18,28,89,211,608,1,3,46
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1172,61.684210526,1137,59.842105263,KS@8428@S0604,200001801750,SY18-19,,111,0.810218978,,Other,,,,Other,,,S0604,Kansas School For The Blind,Kansas School for the Blind,State School / Institution,8428,Wyandotte,Kansas City,66102,N,9/1/2018,19,"Traditional Class,",137,107,4,1128,44,319,1104,33,233
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,2417,109.863636364,1565,71.136363636,KS@6375@D0431,200732001886,SY18-19,,138,0.602620087,,Public,,,,Cafeteria,,,D0431,Hoisington,Lincoln Elementary School,Public School,6375,Barton,Hoisington,67544-1894,N,10/1/2018,22,Traditional,229,101,37,1809,608,1374,1150,415,209
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,753,41.833333333,169,9.388888889,KS@3238@D0312,200696000561,SY18-19,,47,0.610389610,,Public,,,,Cafeteria,,,D0312,Haven,Yoder Elementary School,Public School,3238,Reno,Yoder,67585-0078,N,9/1/2018,18,Traditional,77,28,19,459,294,303,123,46,14
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,1403,93.533333333,660,44,KS@5558@D0402,200363000917,SY18-19,,128,0.566371681,,Public,,,,Cafeteria,,,D0402,Augusta,Robinson Elementary School,Public School,5558,Butler,Augusta,67010-1698,N,3/1/2019,15,Traditional,226,105,23,1149,254,561,572,88,132
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,8403,420.15,1645,82.25,KS@3024@D0305,201137000520,SY18-19,,474,0.557647059,,Public,,,,Cafeteria,,,D0305,Salina,Salina South Middle School,Public School,3024,Saline,Salina,67401,N,10/1/2018,20,Traditional,850,330,144,5925,2478,5221,1370,275,152
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,1065,88.75,490,40.833333333,KS@3488@D0323,200000400597,SY18-19,,148,0.254295533,,Public,,,,Cafeteria,,,D0323,Rock Creek,St. George Elementary School,Public School,3488,Pottawatomie,St George,66535-0031,N,8/1/2018,12,Traditional,582,112,36,829,236,2780,389,101,339
,,,,,,,,,12,2018,,,,,13,13,,,,,,,,KS,3385,260.384615385,1780,136.923076923,KS@1968@D0261,200705000366,SY18-19,,324,0.585895118,,Public,,,,Cafeteria,,,D0261,Haysville,Rex Elementary School,Public School,1968,Sedgwick,Haysville,67060-1221,N,12/1/2018,13,Traditional,553,256,68,2744,641,1710,1467,313,483
,,,,,,,,,3,2019,,,,,0,0,,,,,,,,KS,0,,0,,KS@20896@D0367,,SY18-19,,0,,,Public,,,,,,,D0367,Osawatomie,Osawatomie Public Library,Public School,20896,Miami,Osawatomie,66064,N,3/1/2019,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,3,2019,,,,,0,0,,,,,,,,KS,0,,0,,KS@15238@D0260,,SY18-19,,0,,,Public,,,,,,,D0260,Derby,Oaklawn Activity Center,Public School,15238,Sedgwick,Wichita,67216,N,3/1/2019,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,1701,94.5,1161,64.5,KS@5411@D0396,200561000894,SY18-19,,112,0.408759124,,Public,,,,Cafeteria,,,D0396,Douglass Public Schools,Leonard C. Seal Elementary School,Public School,5411,Butler,Douglass,67039,N,11/1/2018,18,Traditional,274,77,35,1145,556,1426,848,313,429
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,2181,128.294117647,889,52.294117647,KS@467@D0215,200828001637,SY18-19,,182,0.493224932,,Public,,,,Cafeteria,,,D0215,Lakin,Lakin Middle School,Public School,467,Kearny,Lakin,67860,N,1/1/2019,17,Traditional,369,133,49,1641,540,1481,610,279,640
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,3779,236.1875,2256,141,KS@3106@D0308,200762000531,SY18-19,,250,0.920808967,,Public,,,,Cafeteria,,,D0308,Hutchinson,Faris Elementary School,Public School,3106,Reno,Hutchinson,67501,Y,5/1/2019,16,Traditional,271,250,0,3779,0,325,2256,0,194
,,,,,,,,,8,2018,,,,,11,11,,,,,,,,KS,1453,132.090909091,848,77.090909091,KS@2644@D0290,200001500459,SY18-19,,177,0.604095563,,Public,,,,Cafeteria,,,D0290,Ottawa,Garfield Elementary School,Public School,2644,Franklin,Ottawa,66067-3619,N,8/1/2018,11,Traditional,293,128,49,1125,328,521,611,237,70
,,,,,,,,,8,2018,,,,,14,14,,,,,,,,KS,2065,147.5,264,18.857142857,KS@2050@D0266,200914000385,SY18-19,,252,0.209650582,,Public,,,,Cafeteria,,,D0266,Maize,Maize High School,Public School,2050,Sedgwick,Maize,67101,N,8/1/2018,14,Traditional,1202,147,105,1281,784,3816,196,68,85
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,2104,116.888888889,519,28.833333333,KS@4546@D0364,,SY18-19,,147,0.379844961,,Public,,,,Cafeteria,,,D0364,Marysville,Marysville Jr. High School,Public School,4546,Marshall,Marysville,66508,N,9/1/2018,18,Traditional,387,97,50,1356,748,2671,397,122,173
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,6924,364.421052632,4739,249.421052632,KS@1693@D0259,201299001719,SY18-19,,427,0.961711712,,Public,,,,Cafeteria,,,D0259,Wichita,Samuel E. Spaght Accelerated Magnet,Public School,1693,Sedgwick,Wichita,67214-3196,N,9/1/2018,19,Traditional,444,411,16,6715,209,78,4588,151,34
,,,,,,,,,2,2019,,,,,19,19,,,,,,,,KS,5600,294.736842105,3368,177.263157895,KS@6682@D0443,200558001093,SY18-19,,323,0.925501433,,Public,,,,Cafeteria,,,D0443,Dodge City,Sunnyside Elementary School,Public School,6682,Ford,Dodge City,67801,N,2/1/2019,19,Traditional,349,284,39,4922,678,436,3019,349,291
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,3527,185.631578947,1970,103.684210526,KS@7028@D0453,200843001968,SY18-19,,243,0.439421338,,Public,,,,Cafeteria,,,D0453,Leavenworth,Henry Leavenworth Elementary,Public School,7028,Leavenworth,Leavenworth,66048,N,9/1/2018,19,Traditional,553,184,59,2732,795,2506,1709,261,780
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,96,6.4,0,0,KS@6304@X0711,,SY18-19,,9,0.044776119,,Nonpublic,,,,,,,X0711,Holy Family School,Holy Family School,Private School,6304,Barton,Great Bend,67530,N,2/1/2019,15,NULL,201,5,4,39,57,2002,0,0,0
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1939,102.052631579,666,35.052631579,KS@4505@D0362,200825000755,SY18-19,,157,0.460410557,,Public,,,,Cafeteria,,,D0362,Prairie View,Prairie View High,Public School,4505,Linn,LaCygne,66040,N,9/1/2018,19,Traditional,341,113,44,1399,540,1089,564,102,170
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1548,81.473684211,673,35.421052632,KS@4836@D0374,201209000801,SY18-19,,103,0.550802139,,Public,,,,Cafeteria,,,D0374,Sublette,Sublette High School,Public School,4836,Haskell,Sublette,67877,N,9/1/2018,19,Traditional,187,71,32,1068,480,918,556,117,116
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,1130,70.625,383,23.9375,KS@8202@D0497,200840001665,SY18-19,,91,0.193617021,,Public,,,,Cafeteria,,,D0497,Lawrence,Quail Run Elementary,Public School,8202,Douglas,Lawrence,66049-3809,N,5/1/2019,16,Traditional,470,72,19,906,224,2731,321,62,330
,,,,,,,,,2,2019,,,,,28,28,,,,,,,,KS,224,8,377,13.464285714,KS@1611@X0939,,SY18-19,,15,1,,Other,,,,Cafeteria,,,X0939,Sedgwick Co. Dept. of Corrections,Juvenile Residential Facility,Private Residential Child Care Institution,1611,Sedgwick,Wichita,67211,N,2/1/2019,28,Traditional,15,15,0,224,0,0,377,0,0
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,1229,64.684210526,1092,57.473684211,KS@435@D0114,200035101987,SY18-19,,108,0.477876106,,Public,,,,Cafeteria,,,D0114,Riverside,Riverside Primary,Public School,435,Doniphan,Wathena,66090,N,9/1/2018,19,Traditional,226,91,17,987,242,396,916,176,508
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,1295,71.944444444,557,30.944444444,KS@8142@D0495,200837001355,SY18-19,,109,0.434262948,,Public,,,,Cafeteria,,,D0495,Ft. Larned,Larned High School,Public School,8142,Pawnee,Larned,67550,N,1/1/2019,18,Traditional,251,86,23,1042,253,1003,438,119,94
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,12220,940,4257,327.461538462,KS@7130@D0457,200639001175,SY18-19,,1319,0.611497450,,Public,,,,Second Chance,,,D0457,Garden City,Garden City Sr. High School,Public School,7130,Finney,Garden City,67846-4445,N,8/1/2018,13,"Traditional Second Chance,",2157,981,338,9268,2952,4866,3386,871,890
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,932,46.6,414,20.7,KS@4850@D0375,201230000802,SY18-19,,54,0.234782609,,Public,,,,Cafeteria,,,D0375,Circle,Benton Grade School,Public School,4850,Butler,Benton,67017,N,10/1/2018,20,Traditional,230,42,12,731,201,1918,332,82,192
,,,,,,,,,5,2019,,,,,15,15,,,,,,,,KS,2632,175.466666667,3327,221.8,KS@216@D0204,200405000032,SY18-19,,234,0.542923434,,Public,,,,,,,D0204,Bonner Springs,Edwardsville Elementary School,Public School,216,Wyandotte,Edwardsville,66111,N,5/1/2019,15,NULL,431,180,54,2018,614,1460,2544,783,2828
,,,,,,,,,12,2018,,,,,15,15,,,,,,,,KS,960,64,313,20.866666667,KS@2069@D0265,200654002020,SY18-19,,82,0.168724280,,Public,,,,Cafeteria,,,D0265,Goddard,Apollo Elementary School,Public School,2069,Sedgwick,Goddard,67052,N,12/1/2018,15,Traditional,486,55,27,661,299,3310,213,100,437
,,,,,,,,,12,2018,,,,,31,31,,,,,,,,KS,367,11.838709677,367,11.838709677,KS@9544@X0928,,SY18-19,,19,1,,Other,,,,Cafeteria,,,X0928,"The Villages, Inc.",Edwin Linquist Cottage,Private Residential Child Care Institution,9544,Shawnee,Topeka,66615,N,12/1/2018,31,Traditional,19,19,0,367,0,0,367,0,0
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,4746,316.4,1517,101.133333333,KS@6532@D0437,200320001073,SY18-19,,485,0.257021728,,Public,,,,Cafeteria,,,D0437,Auburn Washburn,Washburn Rural High School,Public School,6532,Shawnee,Topeka,66619-9404,N,3/1/2019,15,Traditional,1887,380,105,3767,979,9396,1306,211,786
,,,,,,,,,8,2018,,,,,8,8,,,,,,,,KS,2918,364.75,522,65.25,KS@7736@D0480,,SY18-19,,453,0.765202703,,Public,,,,Other,,,D0480,Liberal,Eisenhower Middle School,Public School,7736,Seward,Liberal,67901,N,8/1/2018,8,"Traditional Kiosk,",592,371,82,2391,527,553,454,68,29
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,11987,665.944444444,11680,648.888888889,KS@1838@D0259,201299000346,SY18-19,,1790,0.817724989,,Public,,,,Other,,,D0259,Wichita,North High School,Public School,1838,Sedgwick,Wichita,67203-2967,N,11/1/2018,18,"Traditional Kiosk,",2189,1595,195,10879,1108,1615,10865,815,1010
,,,,,,,,,5,2019,,,,,13,13,,,,,,,,KS,1611,123.923076923,967,74.384615385,KS@4038@D0344,201077000680,SY18-19,,211,0.532828283,,Public,,,,Cafeteria,,,D0344,Pleasanton,Pleasanton Elementary School,Public School,4038,Linn,Pleasanton,66075,N,5/1/2019,13,Traditional,396,152,59,1141,470,1220,766,201,365
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,2879,151.526315789,787,41.421052632,KS@3262@D0313,200420001585,SY18-19,,199,0.352836879,,Public,,,,Cafeteria,,,D0313,Buhler,Prairie Hills Middle School,Public School,3262,Reno,Hutchinson,67502,N,4/1/2019,19,Traditional,564,150,49,2223,656,3748,687,100,193
,,,,,,,,,5,2019,,,,,7,7,,,,,,,,KS,392,56,114,16.285714286,KS@3540@D0325,201065000605,SY18-19,,73,0.388297872,,Public,,,,Cafeteria,,,D0325,Phillipsburg,Phillipsburg Middle School,Public School,3540,Phillips,Phillipsburg,67661,N,5/1/2019,7,Traditional,188,56,17,299,93,511,93,21,44
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,796,39.8,697,34.85,KS@200@D0111,200034801941,SY18-19,,60,0.428571429,,Public,,,,Cafeteria,,,D0111,Doniphan West Schools,Doniphan West Jr/Sr High School,Public School,200,Doniphan,Highland,66035,N,10/1/2018,20,Traditional,140,44,16,611,185,733,556,141,402
,,,,,,,,,4,2019,,,,,0,0,,,,,,,,KS,0,,0,,KS@21064@D0253,,SY18-19,,0,,,Public,,,,,,,D0253,Emporia,Crosswinds,Public School,21064,Lyon,Emporia,66801,N,4/1/2019,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,231,17.769230769,53,4.076923077,KS@773@D0229,201200001582,SY18-19,,25,0.048638132,,Public,,,,Cafeteria,,,D0229,Blue Valley,Leawood Elementary School,Public School,773,Johnson,Leawood,66209-1299,N,8/1/2018,13,Traditional,514,16,9,141,90,3248,24,29,20
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,4408,220.4,1104,55.2,KS@6944@D0450,201218001135,SY18-19,,334,0.285714286,,Public,,,,Second Chance,,,D0450,Shawnee Heights,Shawnee Heights High School,Public School,6944,Shawnee,Tecumseh,66542-9794,N,10/1/2018,20,"Traditional Second Chance,",1169,240,94,3259,1149,6865,913,191,170
,,,,,,,,,2,2019,,,,,14,14,,,,,,,,KS,2372,169.428571429,1439,102.785714286,KS@8512@D0501,201226001466,SY18-19,,238,0.586206897,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Whitson Elementary School,Public School,8512,Shawnee,Topeka,66604-3300,N,2/1/2019,14,Traditional,406,199,39,2072,300,794,1291,148,328
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,201,11.166666667,2,0.111111111,KS@7776@D0229,201200000994,SY18-19,,18,0.036659878,,Public,,,,Cafeteria,,,D0229,Blue Valley,Prairie Star Middle School,Public School,7776,Johnson,Leawood,66224-9718,N,11/1/2018,18,Traditional,491,13,5,156,45,3130,0,2,7
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,5277,310.411764706,3174,186.705882353,KS@1704@D0259,201299001086,SY18-19,,376,0.846846847,,Public,,,,Cafeteria,,,D0259,Wichita,Kelly Liberal Arts Academy,Public School,1704,Sedgwick,Wichita,67217-2569,N,5/1/2019,17,Traditional,444,327,49,4635,642,552,2870,304,222
,,,,,,,,,9,2018,,,,,17,17,,,,,,,,KS,5312,312.470588235,2042,120.117647059,KS@356@D0210,200756000055,SY18-19,,401,0.672818792,,Public,,,,Second Chance,,,D0210,Hugoton Public Schools,Hugoton Elementary School,Public School,356,Stevens,Hugoton,67951,N,9/1/2018,17,"Traditional Second Chance,",596,299,102,4025,1287,2055,1721,321,327
,,,,,,,,,8,2018,,,,,14,14,,,,,,,,KS,3476,248.285714286,1665,118.928571429,KS@3018@D0305,201137000517,SY18-19,,281,0.729870130,,Public,,,,Cafeteria,,,D0305,Salina,Sunset Elementary School,Public School,3018,Saline,Salina,67401,N,8/1/2018,14,Traditional,385,221,60,2725,751,926,1306,359,349
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,1825,107.352941176,648,38.117647059,KS@2025@D0265,200654001678,SY18-19,,140,0.304347826,,Public,,,,Cafeteria,,,D0265,Goddard,Clark Davidson Elementary School,Public School,2025,Sedgwick,Goddard,67052-0278,N,1/1/2019,17,Traditional,460,98,42,1238,587,2971,510,138,625
,,,,,,,,,11,2018,,,,,19,19,,,,,,,,KS,872,45.894736842,155,8.157894737,KS@5389@D0395,200822000889,SY18-19,,55,0.423076923,,Public,,,,Cafeteria,,,D0395,LaCrosse,LaCrosse Elementary School,Public School,5389,Rush,La Crosse,67548-0700,N,11/1/2018,19,Traditional,130,50,5,788,84,988,155,0,14
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,5335,313.823529412,3579,210.529411765,KS@1316@D0250,201071000208,SY18-19,,464,0.540162980,,Public,,,,Second Chance,,,D0250,Pittsburg Community Schools,Pittsburg High School,Public School,1316,Crawford,Pittsburg,66762-9101,N,11/1/2018,17,"Traditional Second Chance,",859,400,64,4604,731,2223,3165,414,1024
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,2409,114.714285714,1361,64.809523810,KS@8206@D0497,200840001371,SY18-19,,141,0.623893805,,Public,,,,Cafeteria,,,D0497,Lawrence,Pinckney Elementary,Public School,8206,Douglas,Lawrence,66044-2290,N,10/1/2018,21,Traditional,226,118,23,2013,396,630,1106,255,249
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,3565,169.761904762,1911,91,KS@6440@D0434,201041001054,SY18-19,,193,0.488607595,,Public,,,,Cafeteria,,,D0434,Santa Fe Trail,Carbondale Attendance Center,Public School,6440,Osage,Carbondale,66414,N,10/1/2018,21,Traditional,395,151,42,2846,719,3155,1647,264,606
,,,,,,,,,8,2018,,,,,10,10,,,,,,,,KS,894,89.4,336,33.6,KS@240@D0205,200855000038,SY18-19,,116,0.485355649,,Public,,,,Cafeteria,,,D0205,Bluestem,Bluestem Jr/Sr High School,Public School,240,Butler,Leon,67074,N,8/1/2018,10,Traditional,239,91,25,718,176,584,275,61,39
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,2337,111.285714286,2216,105.523809524,KS@860@D0233,201014000134,SY18-19,,136,0.739130435,,Public,,,,,,,D0233,Olathe,Westview Elementary School,Public School,860,Johnson,Olathe,66061-4300,N,4/1/2019,21,NULL,184,106,30,1859,478,433,1724,492,688
,,,,,,,,,1,2019,,,,,20,20,,,,,,,,KS,1230,61.5,361,18.05,KS@4859@D0375,201230001738,SY18-19,,83,0.274834437,,Public,,,,Cafeteria,,,D0375,Circle,Circle Middle School,Public School,4859,Butler,Benton,67017,N,1/1/2019,20,Traditional,302,66,17,939,291,2202,270,91,153
,,,,,,,,,4,2019,,,,,22,22,,,,,,,,KS,1601,72.772727273,437,19.863636364,KS@772@D0229,201200001645,SY18-19,,90,0.150753769,,Public,,,,Cafeteria,,,D0229,Blue Valley,Valley Park Elementary School,Public School,772,Johnson,Overland Park,66209-2702,N,4/1/2019,22,Traditional,597,68,22,1271,330,5404,377,60,380
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,3970,208.947368421,1910,100.526315789,KS@1652@D0259,201299000266,SY18-19,,259,0.630170316,,Public,,,,Cafeteria,,,D0259,Wichita,College Hill Elementary School,Public School,1652,Sedgwick,Wichita,67208-3337,N,9/1/2018,19,Traditional,411,237,22,3633,337,1231,1811,99,533
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,3089,193.0625,1109,69.3125,KS@4076@D0345,201149000693,SY18-19,,319,0.284567351,,Public,,,,Second Chance,,,D0345,Seaman,Seaman High School,Public School,4076,Shawnee,Topeka,66617-1398,N,5/1/2019,16,"Traditional Second Chance,",1121,226,93,2203,886,5681,924,185,1083
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,740,41.111111111,95,5.277777778,KS@4342@D0356,200513000735,SY18-19,,48,0.289156627,,Public,,,,Cafeteria,,,D0356,Conway Springs,Conway Springs High School,Public School,4342,Sumner,Conway Springs,67031,N,9/1/2018,18,Traditional,166,29,19,443,297,1489,72,23,46
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,776,59.692307692,181,13.923076923,KS@7172@D0458,200378001188,SY18-19,,107,0.163608563,,Public,,,,Cafeteria,,,D0458,Basehor-Linwood,Basehor-Linwood Middle School,Public School,7172,Leavenworth,Basehor,66007,N,8/1/2018,13,Traditional,654,79,28,555,221,1737,132,49,131
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,1172,65.111111111,299,16.611111111,KS@1927@D0260,200546000353,SY18-19,,96,0.284023669,,Public,,,,Cafeteria,,,D0260,Derby,El Paso Elementary School,Public School,1927,Sedgwick,Derby,67037-1999,N,1/1/2019,18,Traditional,338,75,21,917,255,1935,228,71,221
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,5271,292.833333333,3051,169.5,KS@6689@D0443,200558000888,SY18-19,,326,0.774346793,,Public,,,,Cafeteria,,,D0443,Dodge City,Soule Elementary School,Public School,6689,Ford,Dodge City,67801,N,9/1/2018,18,Traditional,421,285,41,4617,654,1049,2765,286,260
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,242,16.133333333,234,15.6,KS@8341@D0500,,SY18-19,,18,0.9,,Public,,,,,,,D0500,Kansas City,Belrose Manor Head Start,Public School,8341,Wyandotte,Kansas City,66103,N,2/1/2019,15,NULL,20,18,0,242,0,27,234,0,26
,,,,,,,,,4,2019,,,,,22,22,,,,,,,,KS,9861,448.227272727,5177,235.318181818,KS@8538@D0501,201226001477,SY18-19,,994,0.628716003,,Public,,,,Other,,,D0501,Topeka Public Schools,Topeka High School,Public School,8538,Shawnee,Topeka,66612-1687,N,4/1/2019,22,"Traditional Kiosk, Second Chance,",1581,836,158,8251,1610,3960,4550,627,959
,,,,,,,,,5,2019,,,,,11,11,,,,,,,,KS,1350,122.727272727,1049,95.363636364,KS@3232@D0312,200696000559,SY18-19,,150,0.482315113,,Public,,,,Cafeteria,,,D0312,Haven,Haven Elementary School,Public School,3232,Reno,Haven,67543-0489,N,5/1/2019,11,Traditional,311,100,50,925,425,1077,812,237,192
,,,,,,,,,12,2018,,,,,28,28,,,,,,,,KS,166,5.928571429,209,7.464285714,KS@9713@X0214,,SY18-19,,15,1,,Other,,,,Cafeteria,,,X0214,"The Shelter, Inc",Williams House,Private Residential Child Care Institution,9713,Douglas,Lawrence,66044,N,12/1/2018,28,Traditional,15,15,0,166,0,0,209,0,0
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,366,21.529411765,343,20.176470588,KS@5160@D0384,201098000855,SY18-19,,24,0.263736264,,Public,,,,Cafeteria,,,D0384,Blue Valley,McCormick Elementary,Public School,5160,Riley,Olsburg,66520,N,1/1/2019,17,Traditional,91,16,8,241,125,782,226,117,362
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,4056,238.588235294,2518,148.117647059,KS@7118@D0457,200639001169,SY18-19,,269,0.807807808,,Public,,,,Cafeteria,,,D0457,Garden City,Alta Brown Elementary School,Public School,7118,Finney,Garden City,67846-5947,N,11/1/2018,17,Traditional,333,222,47,3389,667,661,2181,337,234
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,5488,288.842105263,3426,180.315789474,KS@1704@D0259,201299001086,SY18-19,,367,0.803063457,,Public,,,,Cafeteria,,,D0259,Wichita,Kelly Liberal Arts Academy,Public School,1704,Sedgwick,Wichita,67217-2569,N,9/1/2018,19,Traditional,457,312,55,4713,775,510,3023,403,306
,,,,,,,,,2,2019,,,,,13,13,,,,,,,,KS,1282,98.615384615,485,37.307692308,KS@9307@D0233,201014001781,SY18-19,,116,0.239175258,,Public,,,,Cafeteria,,,D0233,Olathe,Ravenwood Elementary,Public School,9307,Johnson,Olathe,66061,N,2/1/2019,13,Traditional,485,81,35,906,376,2514,399,86,62
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,230,13.529411765,170,10,KS@31100@D0308,,SY18-19,,1424,1,,Public,,,,Cafeteria,,,D0308,Hutchinson,Transitional Learning Center,Public School,31100,Reno,Hutchinson,67501,Y,2/1/2019,17,Traditional,1424,1424,0,230,0,0,170,0,0
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1112,65.411764706,272,16,KS@4029@D0343,201062000677,SY18-19,,90,0.373443983,,Public,,,,Cafeteria,,,D0343,Perry,Perry Lecompton Middle School,Public School,4029,Jefferson,Perry,66073,N,11/1/2018,17,Traditional,241,68,22,805,307,1256,236,36,150
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,718,51.285714286,187,13.357142857,KS@8167@D0496,201128002033,SY18-19,,65,0.477941176,,Public,,,,Cafeteria,,,D0496,Pawnee Heights,Pawnee Heights School,Public School,8167,Pawnee,Rozel,67574,N,12/1/2018,14,Traditional,136,44,21,471,247,788,133,54,66
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,1454,121.166666667,298,24.833333333,KS@4546@D0364,,SY18-19,,148,0.379487179,,Public,,,,Cafeteria,,,D0364,Marysville,Marysville Jr. High School,Public School,4546,Marshall,Marysville,66508,N,8/1/2018,12,Traditional,390,98,50,949,505,1890,232,66,119
