IRN,ORGANIZATION NAME,SCHOOL TYPE,ORGANIZATION TYPE,DESIGNATED COUNTY,ORG MAILING ADDRESS,PARENT IRN
4242,Ontario Primary School,Elementary School,Public School,Ashtabula,"2302 Wade Ave, Ashtabula, Ohio, 44004",43513
4267,Paul C Bunn Elementary School,Elementary School,Public School,Mahoning,"1825 Sequoya Dr, Youngstown, Ohio, 44514",45161
4317,Burlington Elementary School,Elementary School,Public School,Lawrence,"8781 County Road 1, South Point, Ohio, 45680",47951
4333,Wauseon Middle School,Middle School,Public School,Fulton,"940 E Oak St, Wauseon, Ohio, 43567",45641
4341,Burroughs Elementary School,Elementary School,Public School,Franklin,"551 S Richardson Ave, Columbus, Ohio, 43204",43802
4358,Burroughs Elementary School,Elementary School,Public School,Lucas,"2420 South Ave, Toledo, Ohio, 43609",44909
4366,Burton Elementary School,Elementary School,Public School,Geauga,"13724 Carlton St, Burton, Ohio, 44021",47167
4390,Butler Elementary School,Elementary School,Public School,Richland,"125 College St, Butler, Ohio, 44822",49411
4408,Butler Middle School,Middle School,Public School,Darke,"2011 Trojan Ave, Arcanum, Ohio, 45304",46631
4416,Butler High School,High School,Public School,Montgomery,"600 S Dixie Dr, Vandalia, Ohio, 45377",44958
4432,Byesville Elementary School,Elementary School,Public School,Guernsey,"212 Main St, Byesville, Ohio, 43723",47308
4457,Shaker Hts Middle School,Middle School,Public School,Cuyahoga,"20600 Shaker Blvd, Shaker Heights, Ohio, 44122",44750
4473,C O Harrison Elementary School,Elementary School,Public School,Hamilton,"585 Neeb Rd, Cincinnati, Ohio, 45233",47373
4481,C R Towslee Elementary School,Elementary School,Public School,Medina,"3555 Center Rd, Brunswick, Ohio, 44212",43661
4507,Harrison Central Jr./Sr. High School,High School,Public School,Harrison,"440 E Market St, Cadiz, Ohio, 43907",45245
4515,Southwestern Elementary School,Elementary School,Public School,Gallia,"4834 State Route 325, Patriot, Ohio, 45658",65680
4549,Beaver Local Elementary School,Elementary School,Public School,Columbiana,"46088 Bell School Rd, East Liverpool, Ohio, 43920",46425
4556,Caldwell High School,High School,Public School,Noble,"516 Fairground St, Caldwell, Ohio, 43724",45252
4564,Caldwell Elementary School,Elementary School,Public School,Noble,"44350 Fairgrounds Rd, Caldwell, Ohio, 43724",45252
4580,Liberty Elementary School,Elementary School,Public School,Marion,"1932 Whetstone River Rd N, Caledonia, Ohio, 43314",48447
4598,Caledonia Elementary School,Elementary School,Public School,Cuyahoga,"914 Caledonia Ave, Cleveland Heights, Ohio, 44112",43901
4614,Cambridge Middle School,Middle School,Public School,Guernsey,"1400 Deerpath Dr, Cambridge, Ohio, 43725",43695
4622,Cambridge High School,High School,Public School,Guernsey,"1401 Deerpath Dr, Cambridge, Ohio, 43725",43695
4630,Camden Primary School,Elementary School,Public School,Preble,"120 Bloomfield St, Camden, Ohio, 45311",49288
4697,C H Campbell Elementary School,Elementary School,Public School,Mahoning,"300 Moreland Dr, Canfield, Ohio, 44406",48314
4713,Ironton Middle School,Middle School,Public School,Lawrence,"302 Delaware St, Ironton, Ohio, 45638",44149
4739,Streetsboro Elementary School,Elementary School,Public School,Portage,"8955 Kirby Ln, Streetsboro, Ohio, 44241",49239
4747,Jonathan Alder Junior High,Junior High School,Public School,Madison,"6440 Kilbury Huber Rd, Plain City, Ohio, 43064",48264
4754,W. S. Stinson Elementary School,Elementary School,Public School,Stark,"8454 Erie Ave NW, Canal Fulton, Ohio, 44614",49908
4770,Canal Winchester High School,High School,Public School,Franklin,"300 Washington St, Canal Winchester, Ohio, 43110",46946
4796,Canfield High School,High School,Public School,Mahoning,"100 Cardinal Dr, Canfield, Ohio, 44406",48314
4804,Canterbury Elementary School,Elementary School,Public School,Cuyahoga,"2530 Canterbury Rd, Cleveland Heights, Ohio, 44118",43794
4812,Canton South High School,High School,Public School,Stark,"600 Faircrest St SE, Canton, Ohio, 44707",49833
4838,East Palestine Elementary School,Elementary School,Public School,Columbiana,"195 W Grant St, East Palestine, Ohio, 44413",43927
4846,Cardinal Middle School,Middle School,Public School,Geauga,"16175 Almeda Dr., Middlefield, Ohio, 44062",47175
4853,Cardinal High School,High School,Public School,Geauga,"14785 Thompson Ave, Middlefield, Ohio, 44062",47175
4861,Cardington-Lincoln High School,High School,Public School,Morrow,"349 Chesterville Ave, Cardington, Ohio, 43315",48793
4879,Cardington-Lincoln Elementary School,Elementary School,Public School,Morrow,"121 Nichols St, Cardington, Ohio, 43315",48793
4887,Carey High School,High School,Public School,Wyandot,"2016 Blue Devil Drive, Carey, Ohio, 43316",45260
4911,Carlisle High School,High School,Public School,Warren,"250 Jamaica Rd, Carlisle, Ohio, 45005",50419
4929,Alden R Brown Elementary School,Elementary School,Public School,Warren,"310 Jamaica Rd, Carlisle, Ohio, 45005",50419
4937,Bobby F. Grigsby Intermediate School,Elementary School,Public School,Warren,"100 Jamaica Rd, Carlisle, Ohio, 45005",50419
4952,Louise Troy PreK-6 School,Elementary School,Public School,Montgomery,"1630 Miami Chapel Rd, Dayton, Ohio, 45408",43844
4994,Bloom-Carroll High School,High School,Public School,Fairfield,"5240 Plum Road NW, Carroll, Ohio, 43112",46862
5009,Carrollton Elementary School,Elementary School,Public School,Carroll,"252 3rd St NE, Carrollton, Ohio, 44615",45278
5017,Carrollton High School,High School,Public School,Carroll,"252 3rd St NE, Carrollton, Ohio, 44615",45278
5025,Dater Montessori Elementary School,Elementary School,Public School,Hamilton,"2840 Boudinot Ave, Cincinnati, Ohio, 45238",43752
5041,Carylwood Intermediate School,Elementary School,Public School,Cuyahoga,"1387 Caryl Dr, Bedford, Ohio, 44146",43562
5066,Case ,Elementary School,Public School,Cuyahoga,"4050 Superior Ave, Cleveland, Ohio, 44103",43786
5074,Case Elementary School,Elementary School,Public School,Summit,"400 W Market St, Akron, Ohio, 44303",43489
5082,Cassingham Elementary School,Elementary School,Public School,Franklin,"250 S Cassingham Rd, Bexley, Ohio, 43209",43620
5124,Cedar Elementary School,Elementary School,Public School,Stark,"2823 9th St SW, Canton, Ohio, 44710",43711
5132,Gorsuch West Elementary School,Elementary School,Public School,Fairfield,"440 Trace Dr, Lancaster, Ohio, 43130",44206
5157,Chestnut Elementary School,Elementary School,Public School,Lake,"341 Chestnut St, Painesville, Ohio, 44077",44628
5165,Cedarville Elementary School,Elementary School,Public School,Greene,"194 Walnut St, Cedarville, Ohio, 45314",47258
5173,Cedarville High School,High School,Public School,Greene,"194 Walnut St, Cedarville, Ohio, 45314",47258
5181,Cedarwood Alternative Elementary School,Elementary School,Public School,Franklin,"775 Bartfield Dr, Columbus, Ohio, 43207",43802
5199,Celina Middle School,Middle School,Public School,Mercer,"615 Holly St, Celina, Ohio, 45822",43729
5207,Celina High School,High School,Public School,Mercer,"715 E Wayne St, Celina, Ohio, 45822",43729
5256,Newton Falls Middle School,Middle School,Public School,Trumbull,"905 Milton Blvd, Newton Falls, Ohio, 44444",45567
5264,Perry Elementary School,Elementary School,Public School,Lake,"1 Learning Ln, Perry, Ohio, 44081",47902
5280,Centerburg Elementary School,Elementary School,Public School,Knox,"207 S Preston St, Centerburg, Ohio, 43011",47829
5298,Centerburg High School,High School,Public School,Knox,"3782 Columbus Rd, Centerburg, Ohio, 43011",47829
5322,Centerville High School,High School,Public School,Montgomery,"500 E Franklin St, Centerville, Ohio, 45459",43737
5330,Central Trail Elementary School,Elementary School,Public School,Lucas,"4321 Mitchaw Rd, Sylvania, Ohio, 43560",44875
5348,London MIddle School,Middle School,Public School,Madison,"270 E Keny Blvd, London, Ohio, 43140",44255
5363,Mason Middle School,Middle School,Public School,Warren,"6370 S Mason Montgomery Rd, Mason, Ohio, 45040",50450
5371,Central Elementary School,Elementary School,Public School,Tuscarawas,"145 Ray Ave NW, New Philadelphia, Ohio, 44663",44487
5397,Napoleon Elementary School,Elementary School,Public School,Henry,"725 Westmoreland Ave, Napoleon, Ohio, 43545",44438
5405,Central Academy Nongraded Elementary School,Ungraded,Public School,Butler,"4601 Sophie Ave, Middletown, Ohio, 45042",44404
5439,Willard Elementary School ,Elementary School,Public School,Huron,"One Flashes Avenue, Willard, Ohio, 44890",45096
5447,Wellston Middle School,Middle School,Public School,Jackson,"227 Golden Rocket Drive, Wellston, Ohio, 45692",45021
5462,Fairfield Central Elementary School,Elementary School,Public School,Butler,"5054 Dixie Hwy, Fairfield, Ohio, 45014",46102
5496,Central Elementary School,Elementary School,Public School,Richland,"124 Frederick St, Lexington, Ohio, 44904",49437
5504,Davey Elementary School,Elementary School,Public School,Portage,"196 N Prospect St, Kent, Ohio, 44240",44164
5561,Central Primary School,Elementary School,Public School,Cuyahoga,"799 Washington St, Bedford, Ohio, 44146",43562
5637,Alfred Benesch,Elementary School,Public School,Cuyahoga,"5393 Quincy Ave, Cleveland, Ohio, 44104",43786
5660,Lima North Middle School,Middle School,Public School,Allen,"1135 N West St, Lima, Ohio, 45801",44222
5678,Xenia Preschool,Elementary School,Public School,Greene,"425 Edison Blvd, Xenia, Ohio, 45385",45153
5686,Glenwood Middle School,Middle School,Public School,Hancock,"1715 N Main St, Findlay, Ohio, 45840",43984
5710,Wadsworth Middle School,Middle School,Public School,Medina,"150 Silvercreek Rd, Wadsworth, Ohio, 44281",44974
5728,Central Community Elementary School,Elementary School,Public School,Hamilton,"416 W Vine St, Reading, Ohio, 45215",44693
5736,Zane Trace Elementary School,Elementary School,Public School,Ross,"946 State Route 180, Chillicothe, Ohio, 45601",49544
5751,Chagrin Falls High School,High School,Public School,Cuyahoga,"400 E Washington St, Chagrin Falls, Ohio, 44022",45286
5769,Chagrin Falls Middle School,Middle School,Public School,Cuyahoga,"342 E Washington St, Chagrin Falls, Ohio, 44022",45286
5777,Chalker High School,High School,Public School,Trumbull,"2482 State Route 534, Southington, Ohio, 44470",50237
5785,R B Chamberlin Middle School,Middle School,Public School,Summit,"10270 Ravenna Rd, Twinsburg, Ohio, 44087",50070
5793,Chambers Elementary School,Elementary School,Public School,Cuyahoga,"14121 Shaw Ave, East Cleveland, Ohio, 44112",43901
5801,Champion Central Elementary School,Elementary School,Public School,Trumbull,"5759 Mahoning Ave NW, Warren, Ohio, 44483",50138
5819,Champion High School,High School,Public School,Trumbull,"5976 Mahoning Ave NW, Warren, Ohio, 44483",50138
5827,Champion Middle School,Middle School,Public School,Franklin,"284 N 22nd St, Columbus, Ohio, 43203",43802
5835,Champion Middle School,Middle School,Public School,Trumbull,"5435 Kuszmaul Ave NW, Warren, Ohio, 44483",50138
5850,Chaney High,High School,Public School,Mahoning,"731 S Hazelwood Ave, Youngstown, Ohio, 44509",45161
5868,Chapelfield Elementary School,Elementary School,Public School,Franklin,"280 Chapelfield Rd, Gahanna, Ohio, 43230",46961
5876,Chardon High School,High School,Public School,Geauga,"151 Chardon Ave, Chardon, Ohio, 44024",47183
5884,Chardon Middle School,Middle School,Public School,Geauga,"424 North St, Chardon, Ohio, 44024",47183
5892,Charles A Mooney School,Elementary School,Public School,Cuyahoga,"3213 Montclair Ave, Cleveland, Ohio, 44109",43786
5900,Charles Dickens School,Elementary School,Public School,Cuyahoga,"13013 Corlett Ave, Cleveland, Ohio, 44105",43786
5926,Charles L Warstler Elementary School,Elementary School,Public School,Stark,"2500 Schneider St NE, Canton, Ohio, 44721",49932
5942,Charles W Eliot  School,Elementary School,Public School,Cuyahoga,"15700 Lotus Dr, Cleveland, Ohio, 44128",43786
5967,Charles W Springmyer Elementary School,Elementary School,Public School,Hamilton,"4179 Ebenezer Rd, Cincinnati, Ohio, 45248",47373
5991,Charm Elementary School,Elementary School,Public School,Holmes,"4416 St Rt 557, Charm, Ohio, 44617",47688
6007,Chase STEM Academy,Elementary School,Public School,Lucas,"600 Bassett St, Toledo, Ohio, 43611",44909
6015,Chase Elementary School,Elementary School,Public School,Hamilton,"4151 Turrill St, Cincinnati, Ohio, 45223",43752
6049,Cherrington Elementary School,Elementary School,Public School,Franklin,"522 Cherrington Rd, Westerville, Ohio, 43081",45047
6056,Rosa Parks Elementary School,Elementary School,Public School,Lucas,"3350 Cherry St, Toledo, Ohio, 43608",44909
6072,Swanton Middle School,Middle School,Public School,Fulton,"101 Elton Pkwy, Swanton, Ohio, 43558",47092
6080,Cherry Valley Elementary School,Elementary School,Public School,Licking,"1040 W Main St, Newark, Ohio, 43055",44453
6098,Chesapeake High School,High School,Public School,Lawrence,"10181 County Road 1, Chesapeake, Ohio, 45619",45294
6189,Chestnut Intermediate Elementary School,Elementary School,Public School,Cuyahoga,"30395 Lorain Rd, North Olmsted, Ohio, 44070",44529
6213,Chestnut Ridge Elementary School,Elementary School,Public School,Holmes,"5088 TR 401, Berlin, Ohio, 44610",47688
6239,Cheviot Elementary School,Elementary School,Public School,Hamilton,"4040 Harrison Ave, Cincinnati, Ohio, 45211",43752
6296,Chillicothe High School,High School,Public School,Ross,"421 Yoctangee Pkwy, Chillicothe, Ohio, 45601",43745
6304,Chippewa Elementary School,Elementary School,Public School,Cuyahoga,"8611 Wiese Rd, Brecksville, Ohio, 44141",43646
6312,Chippewa High School,High School,Public School,Wayne,"100 Valley View Rd, Doylestown, Ohio, 44230",50534
6320,Circleville High School,High School,Public School,Pickaway,"380 Clark Dr, Circleville, Ohio, 43113",43760
6338,Circleville Middle School,Middle School,Public School,Pickaway,"360 Clark Dr, Circleville, Ohio, 43113",43760
6353,Clara E Westropp School,Elementary School,Public School,Cuyahoga,"19101 Puritas Ave, Cleveland, Ohio, 44135",43786
6379,Clarendon Elementary School,Elementary School,Public School,Stark,"412 Clarendon Ave NW, Canton, Ohio, 44708",43711
6387,Watkins Elementary School,Elementary School,Public School,Franklin,"1520 Watkins Rd, Columbus, Ohio, 43207",43802
6429,Clark School,Elementary School,Public School,Cuyahoga,"5550 Clark Ave, Cleveland, Ohio, 44102",43786
6494,Clay High School,High School,Public School,Lucas,"5665 Seaman St, Oregon, Ohio, 43616",44602
6502,Clay High School,High School,Public School,Scioto,"44 Clay High St, Portsmouth, Ohio, 45662",49601
6510,Claymont Middle School,Middle School,Public School,Tuscarawas,"215 E 6th St, Uhrichsville, Ohio, 44683",43778
6528,Claymont High School,High School,Public School,Tuscarawas,"4205 Indian Hill Rd SE, Uhrichsville, Ohio, 44683",43778
6551,Clear Fork High School,High School,Public School,Richland,"987 State Route 97 E, Bellville, Ohio, 44813",49411
6577,Clearcreek Elementary School,Elementary School,Public School,Warren,"750 S Main St, Springboro, Ohio, 45066",50427
6585,Amanda-Clearcreek Primary School,Elementary School,Public School,Fairfield,"414 N School St, Amanda, Ohio, 43102",46847
6593,Springboro High School,High School,Public School,Warren,"1675 S Main St, Springboro, Ohio, 45066",50427
6601,Clearmount Elementary School,Elementary School,Public School,Stark,"150 Clearmount Ave SE, North Canton, Ohio, 44720",44503
6619,Clearview High School,High School,Public School,Lorain,"4700 Broadway, Lorain, Ohio, 44052",48132
6627,John Clem Elementary School,Elementary School,Public School,Licking,"475 Jefferson Rd, Newark, Ohio, 43055",44453
6635,Clermont Northeastern High School,High School,Public School,Clermont,"5327 Hutchinson Rd, Batavia, Ohio, 45103",46326
6643,Cleveland PreK-6 School,Elementary School,Public School,Montgomery,"1102 Pursell Ave, Dayton, Ohio, 45420",43844
6650,Brookwood Elementary School,Elementary School,Public School,Butler,"1325 Stahlheber Rd, Hamilton, Ohio, 45013",44107
6692,Clinton Elementary School ,Elementary School,Public School,Franklin,"10 Clinton Heights Ave, Columbus, Ohio, 43202",43802
